#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 178800      4.46e-02    4.86e-02      1.13e-04    8.50e-04      4.36e-02    4.47e-02    4.2e-08
 178900      4.56e-02    5.35e-02      5.71e-05    6.04e-05      4.46e-02    5.24e-02    4.2e-08
 179000      5.02e-02    4.68e-02      3.67e-04    8.36e-05      4.86e-02    4.59e-02    4.2e-08
 179100      5.52e-02    3.59e-02      6.86e-04    3.04e-04      5.25e-02    3.46e-02    4.2e-08
 179200      4.82e-02    4.78e-02      2.66e-04    1.74e-05      4.69e-02    4.68e-02    4.2e-08
 179300      5.09e-02    4.83e-02      1.01e-03    6.39e-04      4.60e-02    4.57e-02    4.2e-08
 179400      5.35e-02    5.79e-02      1.27e-04    4.21e-04      5.24e-02    5.61e-02    4.2e-08
 179500      4.74e-02    4.70e-02      1.17e-04    3.50e-05      4.63e-02    4.60e-02    4.2e-08
 179600      5.70e-02    4.87e-02      7.98e-04    2.22e-04      5.37e-02    4.75e-02    4.2e-08
 179700      4.82e-02    5.48e-02      7.98e-04    7.47e-04      4.47e-02    5.17e-02    4.2e-08
 179800      4.46e-02    4.90e-02      7.25e-04    3.85e-04      4.14e-02    4.74e-02    4.2e-08
 179900      5.68e-02    4.53e-02      7.37e-04    1.14e-03      5.38e-02    3.87e-02    4.2e-08
 180000      5.10e-02    5.07e-02      8.09e-04    1.96e-04      4.78e-02    4.98e-02    3.2e-08
 180100      5.12e-02    4.85e-02      1.48e-05    2.91e-04      5.04e-02    4.75e-02    3.2e-08
 180200      4.55e-02    4.92e-02      5.33e-04    5.99e-04      4.36e-02    4.70e-02    3.2e-08
 180300      5.24e-02    4.54e-02      3.58e-04    3.13e-04      5.11e-02    4.43e-02    3.2e-08
 180400      5.04e-02    5.01e-02      1.22e-03    6.98e-04      4.37e-02    4.74e-02    3.2e-08
 180500      5.62e-02    5.13e-02      3.95e-04    4.06e-04      5.48e-02    4.99e-02    3.2e-08
 180600      4.87e-02    4.77e-02      7.70e-04    4.79e-04      4.56e-02    4.61e-02    3.2e-08
 180700      5.64e-02    4.91e-02      1.42e-03    2.07e-04      4.83e-02    4.82e-02    3.2e-08
 180800      5.56e-02    5.53e-02      1.05e-03    1.01e-03      5.08e-02    5.08e-02    3.2e-08
 180900      4.94e-02    4.17e-02      7.52e-05    6.88e-04      4.87e-02    3.88e-02    3.2e-08
 181000      4.88e-02    4.98e-02      6.87e-04    4.61e-05      4.62e-02    4.90e-02    3.2e-08
 181100      4.84e-02    5.02e-02      1.01e-03    2.76e-04      4.35e-02    4.92e-02    3.2e-08
 181200      5.33e-02    5.80e-02      1.09e-03    3.38e-04      4.81e-02    5.67e-02    3.2e-08
 181300      4.98e-02    5.23e-02      7.98e-04    4.81e-04      4.66e-02    5.07e-02    3.2e-08
 181400      4.67e-02    4.68e-02      1.85e-04    6.98e-04      4.58e-02    4.40e-02    3.2e-08
 181500      3.93e-02    3.74e-02      5.63e-06    2.70e-04      3.87e-02    3.65e-02    3.2e-08
 181600      5.64e-02    4.44e-02      1.08e-03    3.86e-05      5.14e-02    4.37e-02    3.2e-08
 181700      5.17e-02    5.03e-02      4.85e-04    1.46e-05      5.01e-02    4.96e-02    3.2e-08
 181800      5.38e-02    4.65e-02      4.10e-05    5.35e-04      5.29e-02    4.46e-02    3.2e-08
 181900      5.69e-02    5.15e-02      1.87e-04    7.20e-04      5.59e-02    4.88e-02    3.2e-08
 182000      6.08e-02    4.65e-02      1.26e-04    6.69e-06      5.98e-02    4.58e-02    3.2e-08
 182100      5.34e-02    4.89e-02      8.31e-04    1.11e-04      5.01e-02    4.81e-02    3.2e-08
 182200      5.96e-02    4.41e-02      1.52e-03    5.56e-04      5.09e-02    4.21e-02    3.2e-08
 182300      5.55e-02    4.93e-02      1.25e-03    2.32e-04      4.91e-02    4.83e-02    3.2e-08
 182400      4.63e-02    4.87e-02      4.55e-04    1.85e-04      4.47e-02    4.78e-02    3.2e-08
 182500      3.64e-02    4.23e-02      3.24e-05    1.70e-04      3.58e-02    4.15e-02    3.2e-08
 182600      4.83e-02    5.13e-02      5.71e-04    1.90e-04      4.63e-02    5.04e-02    3.2e-08
 182700      3.88e-02    5.21e-02      3.05e-04    7.12e-04      3.77e-02    4.95e-02    3.2e-08
 182800      5.14e-02    4.62e-02      3.36e-04    3.39e-04      5.02e-02    4.50e-02    3.2e-08
 182900      7.30e-02    4.90e-02      4.95e-04    6.11e-06      7.12e-02    4.83e-02    3.2e-08
 183000      5.37e-02    4.87e-02      7.05e-04    1.21e-05      5.11e-02    4.79e-02    3.2e-08
 183100      5.22e-02    5.41e-02      3.97e-04    8.90e-04      5.09e-02    5.04e-02    3.2e-08
 183200      4.48e-02    4.87e-02      3.86e-04    5.63e-04      4.35e-02    4.67e-02    3.2e-08
 183300      4.53e-02    5.54e-02      2.64e-04    6.86e-04      4.43e-02    5.29e-02    3.2e-08
 183400      4.53e-02    4.80e-02      1.30e-04    3.07e-04      4.46e-02    4.69e-02    3.2e-08
 183500      5.01e-02    5.32e-02      2.67e-04    5.11e-04      4.91e-02    5.14e-02    3.2e-08
 183600      4.91e-02    5.51e-02      7.89e-04    1.36e-03      4.59e-02    4.74e-02    3.2e-08
 183700      5.54e-02    5.42e-02      1.37e-03    8.37e-04      4.77e-02    5.09e-02    3.2e-08
 183800      5.09e-02    5.38e-02      1.10e-03    2.92e-04      4.53e-02    5.26e-02    3.2e-08
 183900      4.08e-02    4.66e-02      6.26e-04    3.03e-04      3.84e-02    4.55e-02    3.2e-08
 184000      6.60e-02    4.85e-02      2.09e-04    6.54e-04      6.49e-02    4.61e-02    3.2e-08
 184100      4.60e-02    5.26e-02      3.59e-04    4.03e-04      4.48e-02    5.12e-02    3.2e-08
 184200      5.04e-02    4.58e-02      1.22e-04    2.59e-04      4.96e-02    4.49e-02    3.2e-08
 184300      4.02e-02    5.10e-02      3.34e-04    3.19e-05      3.91e-02    5.02e-02    3.2e-08
 184400      4.12e-02    4.72e-02      2.95e-04    1.96e-04      4.01e-02    4.63e-02    3.2e-08
 184500      5.47e-02    4.47e-02      6.50e-04    3.15e-04      5.24e-02    4.36e-02    3.2e-08
 184600      5.08e-02    5.45e-02      5.75e-04    8.86e-04      4.88e-02    5.09e-02    3.2e-08
 184700      5.08e-02    3.75e-02      3.78e-04    8.53e-05      4.95e-02    3.69e-02    3.2e-08
 184800      5.32e-02    4.92e-02      1.03e-03    4.57e-04      4.84e-02    4.77e-02    3.2e-08
 184900      4.98e-02    4.82e-02      4.33e-04    1.37e-04      4.83e-02    4.74e-02    3.2e-08
 185000      5.44e-02    4.25e-02      1.82e-04    6.83e-04      5.37e-02    3.99e-02    2.4e-08
 185100      6.00e-02    5.50e-02      1.36e-04    2.97e-04      5.92e-02    5.40e-02    2.4e-08
 185200      5.34e-02    5.29e-02      9.26e-04    7.96e-05      4.97e-02    5.22e-02    2.4e-08
 185300      5.57e-02    4.47e-02      8.10e-04    5.19e-04      5.27e-02    4.30e-02    2.4e-08
 185400      4.66e-02    4.84e-02      2.73e-05    4.67e-04      4.60e-02    4.70e-02    2.4e-08
 185500      5.39e-02    4.72e-02      8.11e-04    1.58e-04      5.09e-02    4.66e-02    2.4e-08
 185600      4.84e-02    5.50e-02      3.25e-04    8.95e-04      4.74e-02    5.15e-02    2.4e-08
 185700      4.25e-02    5.20e-02      3.32e-05    1.42e-04      4.20e-02    5.14e-02    2.4e-08
 185800      4.87e-02    4.68e-02      5.07e-04    1.41e-03      4.71e-02    3.74e-02    2.4e-08
 185900      5.02e-02    5.29e-02      1.51e-04    8.14e-04      4.96e-02    4.99e-02    2.4e-08
 186000      4.99e-02    5.17e-02      8.00e-04    9.14e-04      4.68e-02    4.80e-02    2.4e-08
 186100      4.96e-02    5.72e-02      6.24e-05    1.44e-03      4.90e-02    4.91e-02    2.4e-08
 186200      5.12e-02    5.25e-02      1.48e-04    2.18e-04      5.05e-02    5.17e-02    2.4e-08
 186300      4.51e-02    5.35e-02      2.69e-04    1.24e-03      4.43e-02    4.71e-02    2.4e-08
 186400      3.62e-02    4.85e-02      3.19e-04    2.44e-05      3.52e-02    4.79e-02    2.4e-08
 186500      5.02e-02    5.34e-02      6.62e-04    7.77e-04      4.79e-02    5.06e-02    2.4e-08
 186600      5.46e-02    4.90e-02      4.00e-04    1.10e-03      5.34e-02    4.35e-02    2.4e-08
 186700      5.88e-02    5.77e-02      1.14e-03    7.04e-05      5.38e-02    5.70e-02    2.4e-08
 186800      3.99e-02    5.17e-02      6.36e-04    8.57e-04      3.74e-02    4.83e-02    2.4e-08
 186900      4.98e-02    5.66e-02      8.09e-04    3.01e-04      4.67e-02    5.56e-02    2.4e-08
 187000      5.81e-02    5.64e-02      8.75e-04    1.40e-03      5.49e-02    4.86e-02    2.4e-08
 187100      4.65e-02    5.17e-02      4.76e-04    5.84e-04      4.51e-02    4.98e-02    2.4e-08
 187200      5.52e-02    5.20e-02      5.34e-04    9.96e-05      5.36e-02    5.13e-02    2.4e-08
 187300      4.11e-02    5.70e-02      1.36e-04    7.77e-04      4.06e-02    5.43e-02    2.4e-08
 187400      5.81e-02    4.80e-02      4.21e-04    2.24e-04      5.68e-02    4.72e-02    2.4e-08
 187500      4.84e-02    5.47e-02      8.38e-04    6.33e-04      4.50e-02    5.26e-02    2.4e-08
 187600      5.07e-02    4.77e-02      1.36e-04    4.82e-04      5.01e-02    4.63e-02    2.4e-08
 187700      5.36e-02    4.99e-02      4.67e-04    1.12e-03      5.22e-02    4.43e-02    2.4e-08
 187800      5.09e-02    5.25e-02      1.50e-04    7.41e-04      5.02e-02    4.99e-02    2.4e-08
 187900      3.49e-02    4.89e-02      6.67e-04    7.57e-04      3.20e-02    4.61e-02    2.4e-08
 188000      4.92e-02    5.44e-02      6.95e-04    2.14e-04      4.67e-02    5.36e-02    2.4e-08
 188100      5.40e-02    4.53e-02      2.02e-04    1.28e-05      5.32e-02    4.47e-02    2.4e-08
 188200      5.44e-02    4.52e-02      9.03e-04    3.90e-04      5.09e-02    4.41e-02    2.4e-08
 188300      4.46e-02    3.98e-02      1.77e-04    5.28e-04      4.40e-02    3.80e-02    2.4e-08
 188400      4.99e-02    6.69e-02      1.92e-05    8.23e-04      4.93e-02    6.42e-02    2.4e-08
 188500      4.67e-02    5.62e-02      9.55e-05    1.18e-03      4.61e-02    5.06e-02    2.4e-08
 188600      5.24e-02    4.85e-02      1.06e-03    2.62e-04      4.75e-02    4.77e-02    2.4e-08
 188700      4.50e-02    5.24e-02      4.46e-04    9.64e-05      4.36e-02    5.17e-02    2.4e-08
 188800      4.97e-02    5.52e-02      4.24e-04    1.03e-03      4.84e-02    5.08e-02    2.4e-08
 188900      5.00e-02    5.05e-02      6.76e-05    1.49e-04      4.94e-02    4.98e-02    2.4e-08
 189000      4.77e-02    5.35e-02      3.63e-04    1.32e-03      4.67e-02    4.63e-02    2.4e-08
 189100      5.61e-02    5.01e-02      9.04e-04    2.72e-04      5.26e-02    4.92e-02    2.4e-08
 189200      5.47e-02    4.58e-02      8.49e-04    1.57e-05      5.15e-02    4.53e-02    2.4e-08
 189300      4.87e-02    4.67e-02      3.27e-04    3.01e-04      4.77e-02    4.57e-02    2.4e-08
 189400      5.25e-02    4.52e-02      9.01e-04    4.16e-04      4.89e-02    4.39e-02    2.4e-08
 189500      4.24e-02    3.76e-02      2.92e-04    2.85e-04      4.15e-02    3.67e-02    2.4e-08
 189600      5.03e-02    5.08e-02      4.62e-04    1.86e-04      4.90e-02    5.01e-02    2.4e-08
 189700      5.09e-02    4.61e-02      2.83e-04    6.18e-05      5.00e-02    4.55e-02    2.4e-08
 189800      5.27e-02    5.17e-02      1.42e-04    5.07e-04      5.20e-02    5.01e-02    2.4e-08
 189900      4.73e-02    4.93e-02      4.25e-04    7.54e-04      4.60e-02    4.65e-02    2.4e-08
 190000      5.20e-02    5.19e-02      2.54e-05    1.10e-04      5.16e-02    5.14e-02    1.8e-08
 190100      5.34e-02    5.43e-02      6.87e-04    4.38e-04      5.13e-02    5.31e-02    1.8e-08
 190200      4.65e-02    4.37e-02      5.22e-04    4.20e-04      4.50e-02    4.25e-02    1.8e-08
 190300      4.88e-02    5.62e-02      3.81e-04    3.48e-06      4.78e-02    5.57e-02    1.8e-08
 190400      3.95e-02    4.74e-02      1.22e-04    6.17e-05      3.91e-02    4.70e-02    1.8e-08
 190500      4.27e-02    4.09e-02      3.65e-04    2.18e-04      4.18e-02    4.04e-02    1.8e-08
 190600      5.10e-02    4.42e-02      5.56e-05    3.47e-04      5.05e-02    4.32e-02    1.8e-08
 190700      4.86e-02    4.83e-02      2.26e-05    4.01e-04      4.81e-02    4.72e-02    1.8e-08
 190800      4.88e-02    5.46e-02      6.39e-04    6.79e-04      4.67e-02    5.25e-02    1.8e-08
 190900      5.18e-02    5.82e-02      4.35e-04    9.53e-04      5.07e-02    5.47e-02    1.8e-08
 191000      5.72e-02    4.65e-02      6.86e-04    2.89e-04      5.51e-02    4.57e-02    1.8e-08
 191100      5.49e-02    5.02e-02      2.31e-04    3.46e-04      5.42e-02    4.93e-02    1.8e-08
 191200      5.25e-02    5.11e-02      4.79e-04    2.42e-04      5.12e-02    5.05e-02    1.8e-08
 191300      5.14e-02    4.45e-02      7.07e-04    2.94e-04      4.90e-02    4.38e-02    1.8e-08
 191400      4.54e-02    5.28e-02      2.94e-04    1.17e-03      4.46e-02    4.71e-02    1.8e-08
 191500      5.05e-02    5.57e-02      3.66e-04    8.51e-05      4.96e-02    5.52e-02    1.8e-08
 191600      5.46e-02    4.30e-02      8.52e-04    1.86e-04      5.15e-02    4.25e-02    1.8e-08
 191700      5.22e-02    5.97e-02      6.63e-04    2.22e-04      5.01e-02    5.90e-02    1.8e-08
 191800      4.64e-02    6.44e-02      2.32e-05    1.87e-03      4.60e-02    5.25e-02    1.8e-08
 191900      4.78e-02    5.07e-02      1.79e-04    9.73e-04      4.72e-02    4.66e-02    1.8e-08
 192000      4.64e-02    5.44e-02      7.56e-04    6.83e-04      4.36e-02    5.23e-02    1.8e-08
 192100      4.22e-02    5.02e-02      4.51e-04    3.10e-04      4.09e-02    4.94e-02    1.8e-08
 192200      4.91e-02    5.06e-02      5.38e-04    2.76e-05      4.76e-02    5.02e-02    1.8e-08
 192300      4.72e-02    4.42e-02      4.18e-05    1.34e-04      4.68e-02    4.37e-02    1.8e-08
 192400      4.92e-02    5.27e-02      2.73e-04    4.79e-04      4.85e-02    5.14e-02    1.8e-08
 192500      4.69e-02    4.90e-02      5.62e-04    1.07e-04      4.52e-02    4.85e-02    1.8e-08
 192600      5.84e-02    4.62e-02      1.43e-03    2.96e-04      5.08e-02    4.54e-02    1.8e-08
 192700      5.19e-02    5.32e-02      4.24e-04    8.08e-04      5.08e-02    5.04e-02    1.8e-08
 192800      5.10e-02    4.58e-02      6.80e-05    1.66e-04      5.06e-02    4.53e-02    1.8e-08
 192900      5.15e-02    4.71e-02      2.93e-04    1.63e-04      5.07e-02    4.66e-02    1.8e-08
 193000      5.03e-02    5.08e-02      2.15e-04    6.51e-04      4.96e-02    4.87e-02    1.8e-08
 193100      5.39e-02    4.60e-02      3.70e-04    7.70e-04      5.29e-02    4.31e-02    1.8e-08
 193200      5.34e-02    4.59e-02      5.12e-04    8.03e-04      5.20e-02    4.27e-02    1.8e-08
 193300      4.65e-02    4.56e-02      2.07e-04    2.81e-05      4.59e-02    4.52e-02    1.8e-08
 193400      4.52e-02    4.45e-02      3.74e-04    4.93e-04      4.42e-02    4.31e-02    1.8e-08
 193500      5.85e-02    4.71e-02      1.20e-03    1.98e-05      5.31e-02    4.67e-02    1.8e-08
 193600      4.95e-02    5.16e-02      3.39e-04    1.30e-04      4.87e-02    5.11e-02    1.8e-08
 193700      5.28e-02    5.12e-02      6.36e-04    4.12e-04      5.09e-02    5.01e-02    1.8e-08
 193800      4.44e-02    4.43e-02      6.50e-04    6.09e-04      4.21e-02    4.23e-02    1.8e-08
 193900      4.73e-02    4.55e-02      3.78e-04    1.86e-04      4.63e-02    4.49e-02    1.8e-08
 194000      5.87e-02    5.29e-02      5.92e-04    7.22e-04      5.70e-02    5.05e-02    1.8e-08
 194100      4.72e-02    5.91e-02      2.43e-04    1.10e-03      4.66e-02    5.45e-02    1.8e-08
 194200      4.88e-02    5.06e-02      1.96e-04    5.81e-04      4.83e-02    4.89e-02    1.8e-08
 194300      5.45e-02    4.86e-02      1.00e-04    7.60e-04      5.40e-02    4.58e-02    1.8e-08
 194400      5.93e-02    4.90e-02      1.37e-03    2.24e-04      5.24e-02    4.84e-02    1.8e-08
 194500      5.04e-02    4.80e-02      5.00e-04    6.21e-04      4.90e-02    4.60e-02    1.8e-08
 194600      3.78e-02    4.52e-02      2.30e-04    6.88e-05      3.72e-02    4.48e-02    1.8e-08
 194700      5.20e-02    4.49e-02      9.79e-04    1.08e-04      4.79e-02    4.45e-02    1.8e-08
 194800      5.38e-02    3.92e-02      9.82e-04    2.64e-04      4.98e-02    3.85e-02    1.8e-08
 194900      4.16e-02    4.75e-02      1.06e-04    1.81e-04      4.12e-02    4.69e-02    1.8e-08
 195000      4.41e-02    4.96e-02      2.10e-05    6.58e-04      4.38e-02    4.75e-02    1.3e-08
 195100      5.78e-02    5.38e-02      8.53e-04    4.58e-04      5.49e-02    5.27e-02    1.3e-08
 195200      4.00e-02    5.16e-02      2.52e-05    8.37e-04      3.97e-02    4.85e-02    1.3e-08
 195300      5.24e-02    4.78e-02      8.25e-04    4.80e-04      4.95e-02    4.66e-02    1.3e-08
 195400      5.45e-02    5.83e-02      1.06e-03    5.12e-04      5.01e-02    5.70e-02    1.3e-08
 195500      4.87e-02    5.37e-02      2.19e-04    7.92e-04      4.82e-02    5.10e-02    1.3e-08
 195600      5.11e-02    4.33e-02      4.74e-04    5.83e-05      4.99e-02    4.30e-02    1.3e-08
 195700      4.70e-02    5.07e-02      6.22e-04    9.61e-05      4.51e-02    5.03e-02    1.3e-08
 195800      4.52e-02    4.97e-02      5.92e-05    8.58e-05      4.49e-02    4.94e-02    1.3e-08
 195900      4.54e-02    5.36e-02      2.06e-04    2.61e-04      4.49e-02    5.30e-02    1.3e-08
 196000      4.24e-02    4.80e-02      1.06e-04    3.68e-04      4.21e-02    4.72e-02    1.3e-08
 196100      4.10e-02    4.72e-02      3.88e-04    1.15e-04      4.00e-02    4.68e-02    1.3e-08
 196200      4.83e-02    5.22e-02      4.85e-04    3.41e-04      4.71e-02    5.14e-02    1.3e-08
 196300      5.19e-02    5.06e-02      1.51e-04    2.39e-06      5.15e-02    5.02e-02    1.3e-08
 196400      5.51e-02    3.65e-02      1.12e-03    3.26e-04      5.02e-02    3.57e-02    1.3e-08
 196500      4.22e-02    4.72e-02      1.85e-04    3.03e-06      4.17e-02    4.69e-02    1.3e-08
 196600      4.87e-02    5.41e-02      3.65e-04    6.16e-06      4.79e-02    5.37e-02    1.3e-08
 196700      4.38e-02    5.12e-02      2.04e-04    6.77e-05      4.34e-02    5.08e-02    1.3e-08
 196800      5.34e-02    5.20e-02      8.72e-04    3.95e-04      5.03e-02    5.10e-02    1.3e-08
 196900      4.75e-02    4.90e-02      1.85e-04    7.67e-04      4.71e-02    4.63e-02    1.3e-08
 197000      5.20e-02    4.19e-02      6.21e-04    1.40e-04      5.02e-02    4.16e-02    1.3e-08
 197100      4.80e-02    3.78e-02      5.07e-04    2.97e-04      4.66e-02    3.71e-02    1.3e-08
 197200      5.13e-02    4.65e-02      3.61e-05    5.15e-05      5.10e-02    4.62e-02    1.3e-08
 197300      5.07e-02    4.58e-02      5.18e-04    1.62e-04      4.94e-02    4.53e-02    1.3e-08
 197400      4.74e-02    4.76e-02      3.90e-04    1.30e-04      4.65e-02    4.72e-02    1.3e-08
 197500      4.78e-02    5.03e-02      8.22e-04    3.43e-04      4.47e-02    4.95e-02    1.3e-08
 197600      4.71e-02    4.88e-02      6.25e-04    1.23e-05      4.52e-02    4.85e-02    1.3e-08
 197700      5.07e-02    4.57e-02      7.72e-05    7.59e-05      5.03e-02    4.54e-02    1.3e-08
 197800      4.82e-02    5.02e-02      2.10e-04    1.45e-04      4.77e-02    4.98e-02    1.3e-08
 197900      6.00e-02    4.86e-02      1.39e-03    1.71e-04      5.31e-02    4.81e-02    1.3e-08
 198000      5.08e-02    5.77e-02      3.60e-05    1.61e-03      5.05e-02    4.80e-02    1.3e-08
 198100      5.10e-02    5.68e-02      2.86e-04    5.84e-04      5.04e-02    5.53e-02    1.3e-08
 198200      5.29e-02    5.28e-02      4.10e-04    7.50e-04      5.20e-02    5.04e-02    1.3e-08
 198300      4.61e-02    5.59e-02      8.82e-05    9.24e-05      4.58e-02    5.55e-02    1.3e-08
 198400      6.09e-02    4.45e-02      1.58e-03    3.65e-04      5.21e-02    4.37e-02    1.3e-08
 198500      4.96e-02    4.70e-02      1.95e-04    1.33e-05      4.91e-02    4.67e-02    1.3e-08
 198600      5.11e-02    4.96e-02      1.16e-03    5.08e-04      4.55e-02    4.83e-02    1.3e-08
 198700      5.58e-02    5.64e-02      1.08e-03    1.19e-03      5.13e-02    5.10e-02    1.3e-08
 198800      4.84e-02    5.19e-02      6.58e-05    8.79e-05      4.81e-02    5.15e-02    1.3e-08
